50.0,28.0,29.0,68.0,121.0,133.0,148.0,156.0,169.0,182.0,230.0,246.0,313.0,319.0,369.0,400.0,463.0
Time,Coflow id,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
34874,400.0,0.08,"{28.0: 19, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 150}",0.7111111111111111,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 64}"
34884,400.0,0.7512437810945274,"{28.0: 19, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 151}",0.7111111111111111,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 64}"
34887,400.0,0.7524752475247525,"{28.0: 19, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 152}",0.7111111111111111,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 64}"
34920,400.0,0.7536945812807881,"{28.0: 19, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 153}",0.7142857142857143,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 65}"
34924,400.0,0.7549019607843137,"{28.0: 19, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 154}",0.06593406593406594,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 65}"
34932,400.0,0.7560975609756098,"{28.0: 19, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 155}",0.14285714285714285,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 65}"
34997,400.0,0.7572815533980582,"{28.0: 19, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 156}",0.7021276595744681,"{146.0: 7, 313.0: 0, 354.0: 15, 366.0: 0, 369.0: 6, 400.0: 66}"
35013,400.0,0.0966183574879227,"{28.0: 20, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 156}",0.7083333333333334,"{146.0: 7, 313.0: 0, 354.0: 15, 366.0: 0, 369.0: 6, 400.0: 68}"
35091,400.0,0.7548076923076923,"{28.0: 20, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 157}",0.7156862745098039,"{146.0: 7, 313.0: 0, 354.0: 16, 366.0: 0, 369.0: 6, 400.0: 73}"
35101,400.0,0.7559808612440191,"{28.0: 20, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 158}",0.7156862745098039,"{146.0: 7, 313.0: 0, 354.0: 16, 366.0: 0, 369.0: 6, 400.0: 73}"
35124,400.0,0.7571428571428571,"{28.0: 20, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 159}",0.1553398058252427,"{146.0: 7, 313.0: 0, 354.0: 16, 366.0: 0, 369.0: 6, 400.0: 74}"
35135,400.0,0.7582938388625592,"{28.0: 20, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 160}",0.7211538461538461,"{146.0: 7, 313.0: 0, 354.0: 16, 366.0: 0, 369.0: 6, 400.0: 75}"
35141,400.0,0.7594339622641509,"{28.0: 20, 148.0: 15, 313.0: 0, 319.0: 16, 400.0: 161}",0.7211538461538461,"{146.0: 7, 313.0: 0, 354.0: 16, 366.0: 0, 369.0: 6, 400.0: 75}"
35156,400.0,0.07981220657276995,"{28.0: 20, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 161}",0.7211538461538461,"{146.0: 7, 313.0: 0, 354.0: 16, 366.0: 0, 369.0: 6, 400.0: 75}"
35175,400.0,0.09813084112149532,"{28.0: 21, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 161}",0.7211538461538461,"{146.0: 7, 313.0: 0, 354.0: 16, 366.0: 0, 369.0: 6, 400.0: 75}"
35187,400.0,0.10232558139534884,"{28.0: 22, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 161}",0.7211538461538461,"{146.0: 7, 313.0: 0, 354.0: 16, 366.0: 0, 369.0: 6, 400.0: 75}"
35203,400.0,0.75,"{28.0: 22, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 162}",0.7075471698113207,"{146.0: 8, 313.0: 0, 354.0: 17, 366.0: 0, 369.0: 6, 400.0: 75}"
35209,400.0,0.7511520737327189,"{28.0: 22, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 163}",0.7075471698113207,"{146.0: 8, 313.0: 0, 354.0: 17, 366.0: 0, 369.0: 6, 400.0: 75}"
35222,400.0,0.7522935779816514,"{28.0: 22, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 164}",0.7075471698113207,"{146.0: 8, 313.0: 0, 354.0: 17, 366.0: 0, 369.0: 6, 400.0: 75}"
35278,400.0,0.1050228310502283,"{28.0: 23, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 164}",0.7009345794392523,"{146.0: 8, 313.0: 0, 354.0: 18, 366.0: 0, 369.0: 6, 400.0: 75}"
35292,400.0,0.75,"{28.0: 23, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 165}",0.7064220183486238,"{146.0: 8, 313.0: 0, 354.0: 18, 366.0: 0, 369.0: 6, 400.0: 77}"
35333,400.0,0.751131221719457,"{28.0: 23, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 166}",0.7117117117117117,"{146.0: 8, 313.0: 0, 354.0: 18, 366.0: 0, 369.0: 6, 400.0: 79}"
35359,400.0,0.10810810810810811,"{28.0: 24, 148.0: 15, 313.0: 0, 319.0: 17, 400.0: 166}",0.7142857142857143,"{146.0: 8, 313.0: 0, 354.0: 18, 366.0: 0, 369.0: 6, 400.0: 80}"
35372,400.0,0.08071748878923767,"{28.0: 24, 148.0: 15, 313.0: 0, 319.0: 18, 400.0: 166}",0.7142857142857143,"{146.0: 8, 313.0: 0, 354.0: 18, 366.0: 0, 369.0: 6, 400.0: 80}"
35392,400.0,0.7455357142857143,"{28.0: 24, 148.0: 15, 313.0: 0, 319.0: 18, 400.0: 167}",0.7142857142857143,"{146.0: 8, 313.0: 0, 354.0: 18, 366.0: 0, 369.0: 6, 400.0: 80}"
35401,400.0,0.07111111111111111,"{28.0: 24, 148.0: 16, 313.0: 0, 319.0: 18, 400.0: 167}",0.7079646017699115,"{146.0: 8, 313.0: 0, 354.0: 19, 366.0: 0, 369.0: 6, 400.0: 80}"
35411,400.0,0.7433628318584071,"{28.0: 24, 148.0: 16, 313.0: 0, 319.0: 18, 400.0: 168}",0.7079646017699115,"{146.0: 8, 313.0: 0, 354.0: 19, 366.0: 0, 369.0: 6, 400.0: 80}"
35416,400.0,0.7444933920704846,"{28.0: 24, 148.0: 16, 313.0: 0, 319.0: 18, 400.0: 169}",0.7105263157894737,"{146.0: 8, 313.0: 0, 354.0: 19, 366.0: 0, 369.0: 6, 400.0: 81}"
35429,400.0,0.7456140350877193,"{28.0: 24, 148.0: 16, 319.0: 18, 400.0: 170}",0.7105263157894737,"{146.0: 8, 313.0: 0, 354.0: 19, 366.0: 0, 369.0: 6, 400.0: 81}"
35440,400.0,0.08296943231441048,"{28.0: 24, 148.0: 16, 319.0: 19, 400.0: 170}",0.7043478260869566,"{146.0: 8, 313.0: 0, 354.0: 20, 366.0: 0, 369.0: 6, 400.0: 81}"
35454,400.0,0.10869565217391304,"{28.0: 25, 148.0: 16, 319.0: 19, 400.0: 170}",0.7068965517241379,"{146.0: 8, 313.0: 0, 354.0: 20, 366.0: 0, 369.0: 6, 400.0: 82}"
35465,400.0,0.08658008658008658,"{28.0: 25, 148.0: 16, 319.0: 20, 400.0: 170}",0.7068965517241379,"{146.0: 8, 313.0: 0, 354.0: 20, 366.0: 0, 369.0: 6, 400.0: 82}"
35512,400.0,0.7370689655172413,"{28.0: 25, 148.0: 16, 319.0: 20, 400.0: 171}",0.175,"{146.0: 8, 313.0: 0, 354.0: 21, 366.0: 0, 369.0: 6, 400.0: 85}"
35514,400.0,0.09012875536480687,"{28.0: 25, 148.0: 16, 319.0: 21, 400.0: 171}",0.7083333333333334,"{146.0: 8, 313.0: 0, 354.0: 21, 366.0: 0, 369.0: 6, 400.0: 85}"
35525,400.0,0.7350427350427351,"{28.0: 25, 148.0: 16, 319.0: 21, 400.0: 172}",0.7024793388429752,"{146.0: 9, 313.0: 0, 354.0: 21, 366.0: 0, 369.0: 6, 400.0: 85}"
35537,400.0,0.7361702127659574,"{28.0: 25, 148.0: 16, 319.0: 21, 400.0: 173}",0.6967213114754098,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 85}"
35550,400.0,0.11016949152542373,"{28.0: 26, 148.0: 16, 319.0: 21, 400.0: 173}",0.6991869918699187,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 86}"
35596,400.0,0.7341772151898734,"{28.0: 26, 148.0: 16, 319.0: 21, 400.0: 174}",0.6991869918699187,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 86}"
35603,400.0,0.07142857142857142,"{28.0: 26, 148.0: 17, 319.0: 21, 400.0: 174}",0.07258064516129033,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 87}"
35610,400.0,0.7322175732217573,"{28.0: 26, 148.0: 17, 319.0: 21, 400.0: 175}",0.1774193548387097,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 87}"
35613,400.0,0.1125,"{28.0: 27, 148.0: 17, 319.0: 21, 400.0: 175}",0.704,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 88}"
35624,400.0,0.7302904564315352,"{28.0: 27, 148.0: 17, 319.0: 21, 400.0: 176}",0.704,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 88}"
35645,400.0,0.731404958677686,"{28.0: 27, 148.0: 17, 319.0: 21, 400.0: 177}",0.704,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 88}"
35659,400.0,0.7325102880658436,"{28.0: 27, 148.0: 17, 319.0: 21, 400.0: 178}",0.704,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 88}"
35666,400.0,0.7336065573770492,"{28.0: 27, 148.0: 17, 319.0: 21, 400.0: 179}",0.7063492063492064,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 89}"
35674,400.0,0.11428571428571428,"{28.0: 28, 148.0: 17, 319.0: 21, 400.0: 179}",0.7063492063492064,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 89}"
35694,400.0,0.7317073170731707,"{28.0: 28, 148.0: 17, 319.0: 21, 400.0: 180}",0.7063492063492064,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 89}"
35735,400.0,0.7327935222672065,"{28.0: 28, 148.0: 17, 319.0: 21, 400.0: 181}",0.7063492063492064,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 89}"
35747,400.0,0.7338709677419355,"{28.0: 28, 148.0: 17, 319.0: 21, 400.0: 182}",0.7063492063492064,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 89}"
35758,400.0,0.07228915662650602,"{28.0: 28, 148.0: 18, 319.0: 21, 400.0: 182}",0.07142857142857142,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 89}"
35827,400.0,0.732,"{28.0: 28, 148.0: 18, 319.0: 21, 400.0: 183}",0.7131782945736435,"{146.0: 9, 313.0: 0, 354.0: 22, 366.0: 0, 369.0: 6, 400.0: 92}"
35916,400.0,0.07569721115537849,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 183}",0.06766917293233082,"{146.0: 9, 313.0: 0, 354.0: 25, 366.0: 0, 369.0: 6, 400.0: 93}"
35955,400.0,0.7301587301587301,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 184}",0.7037037037037037,"{146.0: 9, 313.0: 0, 354.0: 25, 366.0: 0, 369.0: 6, 400.0: 95}"
35964,400.0,0.7312252964426877,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 185}",0.18518518518518517,"{146.0: 9, 313.0: 0, 354.0: 25, 366.0: 0, 369.0: 6, 400.0: 95}"
35988,400.0,0.7322834645669292,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 186}",0.7037037037037037,"{146.0: 9, 313.0: 0, 354.0: 25, 366.0: 0, 369.0: 6, 400.0: 95}"
35993,400.0,0.7333333333333333,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 187}",0.7037037037037037,"{146.0: 9, 313.0: 0, 354.0: 25, 366.0: 0, 369.0: 6, 400.0: 95}"
36002,400.0,0.734375,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 188}",0.7037037037037037,"{146.0: 9, 313.0: 0, 354.0: 25, 366.0: 0, 369.0: 6, 400.0: 95}"
36027,400.0,0.7354085603112841,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 189}",0.7058823529411765,"{146.0: 9, 313.0: 0, 354.0: 25, 366.0: 0, 369.0: 6, 400.0: 96}"
36097,400.0,0.7364341085271318,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 190}",0.7,"{146.0: 9, 313.0: 0, 354.0: 27, 366.0: 0, 369.0: 6, 400.0: 98}"
36138,400.0,0.7374517374517374,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 191}",0.6971830985915493,"{146.0: 9, 313.0: 0, 354.0: 28, 366.0: 0, 369.0: 6, 400.0: 99}"
36157,400.0,0.7384615384615385,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 192}",0.6993006993006993,"{146.0: 9, 313.0: 0, 354.0: 28, 366.0: 0, 369.0: 6, 400.0: 100}"
36160,400.0,0.7394636015325671,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 193}",0.1958041958041958,"{146.0: 9, 313.0: 0, 354.0: 28, 366.0: 0, 369.0: 6, 400.0: 100}"
36166,400.0,0.7404580152671756,"{28.0: 28, 148.0: 19, 319.0: 21, 400.0: 194}",0.1958041958041958,"{146.0: 9, 313.0: 0, 354.0: 28, 366.0: 0, 369.0: 6, 400.0: 100}"
36171,400.0,0.11026615969581749,"{28.0: 29, 148.0: 19, 319.0: 21, 400.0: 194}",0.1958041958041958,"{146.0: 9, 313.0: 0, 354.0: 28, 366.0: 0, 369.0: 6, 400.0: 100}"
36192,400.0,0.7386363636363636,"{28.0: 29, 148.0: 19, 319.0: 21, 400.0: 195}",0.696551724137931,"{146.0: 9, 313.0: 0, 354.0: 29, 366.0: 0, 369.0: 6, 400.0: 101}"
36199,400.0,0.7396226415094339,"{28.0: 29, 148.0: 19, 319.0: 21, 400.0: 196}",0.20270270270270271,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 103}"
36206,400.0,0.11278195488721804,"{28.0: 30, 148.0: 19, 319.0: 21, 400.0: 196}",0.6959459459459459,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 103}"
36235,400.0,0.08239700374531835,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 196}",0.6959459459459459,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 103}"
36236,400.0,0.7350746268656716,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 197}",0.060810810810810814,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 103}"
36250,400.0,0.7360594795539034,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 198}",0.6959459459459459,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 103}"
36269,400.0,0.737037037037037,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 199}",0.697986577181208,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 104}"
36289,400.0,0.7380073800738007,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 200}",0.20134228187919462,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 104}"
36295,400.0,0.7389705882352942,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 201}",0.697986577181208,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 104}"
36306,400.0,0.73992673992674,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 202}",0.06,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 105}"
36320,400.0,0.7408759124087592,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 203}",0.7,"{146.0: 9, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 105}"
36352,400.0,0.7418181818181818,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 204}",0.695364238410596,"{146.0: 10, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 105}"
36356,400.0,0.7427536231884058,"{28.0: 30, 148.0: 19, 319.0: 22, 400.0: 205}",0.695364238410596,"{146.0: 10, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 105}"
36399,400.0,0.11191335740072202,"{28.0: 31, 148.0: 19, 319.0: 22, 400.0: 205}",0.6973684210526315,"{146.0: 10, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 106}"
36403,400.0,0.7410071942446043,"{28.0: 31, 148.0: 19, 319.0: 22, 400.0: 206}",0.6973684210526315,"{146.0: 10, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 106}"
36438,400.0,0.7419354838709677,"{28.0: 31, 148.0: 19, 319.0: 22, 400.0: 207}",0.19736842105263158,"{146.0: 10, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 106}"
36441,400.0,0.7428571428571429,"{28.0: 31, 148.0: 19, 319.0: 22, 400.0: 208}",0.19736842105263158,"{146.0: 10, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 106}"
36463,400.0,0.11387900355871886,"{28.0: 32, 148.0: 19, 319.0: 22, 400.0: 208}",0.19607843137254902,"{146.0: 10, 313.0: 0, 354.0: 30, 366.0: 0, 369.0: 6, 400.0: 107}"
36476,400.0,0.08156028368794327,"{28.0: 32, 148.0: 19, 319.0: 23, 400.0: 208}",0.6948051948051948,"{146.0: 10, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 107}"
36486,400.0,0.7385159010600707,"{28.0: 32, 148.0: 19, 319.0: 23, 400.0: 209}",0.6967741935483871,"{146.0: 10, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 108}"
36493,400.0,0.7394366197183099,"{28.0: 32, 148.0: 19, 319.0: 23, 400.0: 210}",0.03870967741935484,"{146.0: 10, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 108}"
36499,400.0,0.08421052631578947,"{28.0: 32, 148.0: 19, 319.0: 24, 400.0: 210}",0.6987179487179487,"{146.0: 10, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 109}"
36517,400.0,0.7377622377622378,"{28.0: 32, 148.0: 19, 319.0: 24, 400.0: 211}",0.6987179487179487,"{146.0: 10, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 109}"
36533,400.0,0.7386759581881533,"{28.0: 32, 148.0: 19, 319.0: 24, 400.0: 212}",0.7006369426751592,"{146.0: 10, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 110}"
36544,400.0,0.06944444444444445,"{28.0: 32, 148.0: 20, 319.0: 24, 400.0: 212}",0.06369426751592357,"{146.0: 10, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 110}"
36567,400.0,0.0726643598615917,"{28.0: 32, 148.0: 21, 319.0: 24, 400.0: 212}",0.06329113924050633,"{146.0: 10, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 111}"
36582,400.0,0.07586206896551724,"{28.0: 32, 148.0: 22, 319.0: 24, 400.0: 212}",0.06289308176100629,"{146.0: 10, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 112}"
36610,400.0,0.7319587628865979,"{28.0: 32, 148.0: 22, 319.0: 24, 400.0: 213}",0.7,"{146.0: 11, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 112}"
36621,400.0,0.08561643835616438,"{28.0: 32, 148.0: 22, 319.0: 25, 400.0: 213}",0.7,"{146.0: 11, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 112}"
36643,400.0,0.11262798634812286,"{28.0: 33, 148.0: 22, 319.0: 25, 400.0: 213}",0.19254658385093168,"{146.0: 11, 313.0: 0, 354.0: 31, 366.0: 0, 369.0: 6, 400.0: 113}"
36718,400.0,0.7278911564625851,"{28.0: 33, 148.0: 22, 319.0: 25, 400.0: 214}",0.703030303030303,"{146.0: 11, 313.0: 0, 354.0: 32, 366.0: 0, 369.0: 6, 400.0: 116}"
36724,400.0,0.7288135593220338,"{28.0: 33, 148.0: 22, 319.0: 25, 400.0: 215}",0.703030303030303,"{146.0: 11, 313.0: 0, 354.0: 32, 366.0: 0, 369.0: 6, 400.0: 116}"
36754,400.0,0.7297297297297297,"{28.0: 33, 148.0: 22, 319.0: 25, 400.0: 216}",0.7048192771084337,"{146.0: 11, 313.0: 0, 354.0: 32, 366.0: 0, 369.0: 6, 400.0: 117}"
36794,400.0,0.08754208754208755,"{28.0: 33, 148.0: 22, 319.0: 26, 400.0: 216}",0.7065868263473054,"{146.0: 11, 313.0: 0, 354.0: 32, 366.0: 0, 369.0: 6, 400.0: 118}"
36818,400.0,0.7281879194630873,"{28.0: 33, 148.0: 22, 319.0: 26, 400.0: 217}",0.7041420118343196,"{146.0: 11, 313.0: 0, 354.0: 33, 366.0: 0, 369.0: 6, 400.0: 119}"
36825,400.0,0.7290969899665551,"{28.0: 33, 148.0: 22, 319.0: 26, 400.0: 218}",0.7041420118343196,"{146.0: 11, 313.0: 0, 354.0: 33, 366.0: 0, 369.0: 6, 400.0: 119}"
36832,400.0,0.73,"{28.0: 33, 148.0: 22, 319.0: 26, 400.0: 219}",0.7041420118343196,"{146.0: 11, 313.0: 0, 354.0: 33, 366.0: 0, 369.0: 6, 400.0: 119}"
36900,400.0,0.7308970099667774,"{28.0: 33, 148.0: 22, 319.0: 26, 400.0: 220}",0.7,"{146.0: 12, 313.0: 0, 354.0: 33, 366.0: 0, 369.0: 6, 400.0: 119}"
37020,400.0,0.7317880794701986,"{28.0: 33, 148.0: 22, 319.0: 26, 400.0: 221}",0.7045454545454546,"{146.0: 13, 354.0: 33, 366.0: 0, 369.0: 6, 400.0: 124}"
37039,400.0,0.07590759075907591,"{28.0: 33, 148.0: 23, 319.0: 26, 400.0: 221}",0.07386363636363637,"{146.0: 13, 354.0: 33, 366.0: 0, 369.0: 6, 400.0: 124}"
37072,400.0,0.1118421052631579,"{28.0: 34, 148.0: 23, 319.0: 26, 400.0: 221}",0.1875,"{146.0: 13, 354.0: 33, 366.0: 0, 369.0: 6, 400.0: 124}"
37076,400.0,0.7278688524590164,"{28.0: 34, 148.0: 23, 319.0: 26, 400.0: 222}",0.7062146892655368,"{146.0: 13, 354.0: 33, 366.0: 0, 369.0: 6, 400.0: 125}"
37106,400.0,0.0784313725490196,"{28.0: 34, 148.0: 24, 319.0: 26, 400.0: 222}",0.07344632768361582,"{146.0: 13, 354.0: 33, 366.0: 0, 369.0: 6, 400.0: 125}"
37139,400.0,0.7263843648208469,"{28.0: 34, 148.0: 24, 319.0: 26, 400.0: 223}",0.702247191011236,"{146.0: 13, 354.0: 34, 366.0: 0, 369.0: 6, 400.0: 125}"
37148,400.0,0.7272727272727273,"{28.0: 34, 148.0: 24, 319.0: 26, 400.0: 224}",0.702247191011236,"{146.0: 13, 354.0: 34, 366.0: 0, 369.0: 6, 400.0: 125}"
37172,400.0,0.7281553398058253,"{28.0: 34, 148.0: 24, 319.0: 26, 400.0: 225}",0.702247191011236,"{146.0: 13, 354.0: 34, 366.0: 0, 369.0: 6, 400.0: 125}"
37226,400.0,0.7290322580645161,"{28.0: 34, 148.0: 24, 319.0: 26, 400.0: 226}",0.7065217391304348,"{146.0: 13, 354.0: 35, 366.0: 0, 369.0: 6, 400.0: 130}"
37248,400.0,0.729903536977492,"{28.0: 34, 148.0: 24, 319.0: 26, 400.0: 227}",0.7065217391304348,"{146.0: 13, 354.0: 35, 366.0: 0, 369.0: 6, 400.0: 130}"
37368,400.0,0.7307692307692307,"{28.0: 34, 148.0: 24, 319.0: 26, 400.0: 228}",0.041237113402061855,"{146.0: 14, 354.0: 37, 366.0: 0, 369.0: 8, 400.0: 135}"
37414,400.0,0.731629392971246,"{28.0: 34, 148.0: 24, 319.0: 26, 400.0: 229}",0.6974358974358974,"{146.0: 14, 354.0: 37, 366.0: 0, 369.0: 8, 400.0: 136}"
37470,400.0,0.732484076433121,"{28.0: 34, 148.0: 24, 319.0: 26, 400.0: 230}",0.6984924623115578,"{146.0: 14, 354.0: 38, 366.0: 0, 369.0: 8, 400.0: 139}"
37486,400.0,0.08571428571428572,"{28.0: 34, 148.0: 24, 319.0: 27, 400.0: 230}",0.6984924623115578,"{146.0: 14, 354.0: 38, 366.0: 0, 369.0: 8, 400.0: 139}"
37554,400.0,0.08860759493670886,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 230}",0.6995073891625616,"{146.0: 14, 354.0: 39, 366.0: 0, 369.0: 8, 400.0: 142}"
37615,400.0,0.7287066246056783,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 231}",0.19230769230769232,"{146.0: 14, 354.0: 40, 366.0: 0, 369.0: 8, 400.0: 146}"
37631,400.0,0.7295597484276729,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 232}",0.19230769230769232,"{146.0: 14, 354.0: 40, 366.0: 0, 369.0: 8, 400.0: 146}"
37641,400.0,0.7304075235109718,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 233}",0.7047619047619048,"{146.0: 14, 354.0: 40, 366.0: 0, 369.0: 8, 400.0: 148}"
37729,400.0,0.73125,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 234}",0.6990740740740741,"{146.0: 16, 354.0: 41, 366.0: 0, 369.0: 8, 400.0: 151}"
37800,400.0,0.7320872274143302,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 235}",0.18552036199095023,"{146.0: 16, 354.0: 41, 366.0: 0, 369.0: 8, 400.0: 156}"
37820,400.0,0.7329192546583851,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 236}",0.7027027027027027,"{146.0: 16, 354.0: 42, 366.0: 0, 369.0: 8, 400.0: 156}"
37977,400.0,0.7337461300309598,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 237}",0.6929824561403509,"{146.0: 18, 354.0: 44, 366.0: 0, 369.0: 8, 400.0: 158}"
37997,400.0,0.7345679012345679,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 238}",0.19213973799126638,"{146.0: 19, 354.0: 44, 366.0: 0, 369.0: 8, 400.0: 158}"
38106,400.0,0.7353846153846154,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 239}",0.6923076923076923,"{146.0: 20, 354.0: 44, 366.0: 0, 369.0: 8, 400.0: 162}"
38261,400.0,0.7361963190184049,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 240}",0.6872427983539094,"{146.0: 20, 354.0: 48, 366.0: 0, 369.0: 8, 400.0: 167}"
